Date Added,Status,Pest family,Pest Name,Common name or abbreviation,Type of pest,EU and EPPO listing,High levels of uncertainty associated with the risk scores for this pest,Key uncertainty,Potential impact of key uncertainty,Climate uncertainty,Potential impact of Climate uncertainty,Current Distribution uncertainty,Potential impact of Current Distribution uncertainty,UK Distribution uncertainty,Potential impact of UK Distribution uncertainty,Hosts uncertainty,Potential impact of Hosts uncertainty,Impact uncertainty,Potential impact of Impact uncertainty,Pathways uncertainty,Potential impact of Pathways uncertainty,Regulation uncertainty,Potential impact of Regulation uncertainty,Taxonomy uncertainty,Potential impact of Taxonomy uncertainty,Other uncertainty,Potential impact of Other uncertainty,Major Hosts,UK,Europe,Global Distribution,Pathways,Pathway Assessed for Entry to UK,Scenario for Risk Register,Likelihood,Impact ,Value at Risk,UK Relative Risk Rating (unmitigated),Regulation,Surveillance,Industry Scheme,Contingency plan,Awareness,Research,Likelihood,Impact ,UK Relative Risk Rating (mitigated),Regulation,Deregulation or reduced regulation,Management by Industry,Targeted Survey,PRA,Contingency Plan,Publicity,Research,Action,General Comments
26-Jan-17,Live,Acholeplasmataceae,'Candidatus Phytoplasma pyri' on perry pears,Decline of pear; Leaf curl of pear; Moria disease of pear; Parry's disease of pear; PD; Pear leaf curl,Phytoplasma,Regulated non quarantine pest; EPPO A2,,,,,,,,,,,,,,,,,,,,,,Cydonia oblonga; Prunus persica; Pyrus; Pyrus betulifolia; Pyrus calleryana; Pyrus communis; Pyrus pyraster; Pyrus pyrifolia var. culta; Pyrus ussuriensis,Present (Limited),Albania; Austria; Bosnia-Herzegovina; Belgium; Bulgaria; Switzerland; Czech Republic; Germany; Spain; France; Greece; Croatia; Hungary; Italy; Moldova; Netherlands; Norway; Poland; Portugal; Serbia; Slovenia; Slovakia; T�rkiye,Canada; United States; Argentina; Chile; Libya; Tunisia; Azerbaijan; Israel; Iran; Jordan; Lebanon,Plants for planting (except seeds bulbs and tubers),,Pest spreads to maximum extent,2,5,2,20,Regulated non quarantine pest,,Industry accreditation scheme,,UK local or industry awareness,,2,5,20,,,,,,,,,Statutory action in line with legislation,Phytoplasma pest of pears; already present in the UK with its vector. Industry may want to review their management practices.
20-Apr-20,Live,Acholeplasmataceae,'Candidatus Phytoplasma rubi',witches'-broom phytoplasma disease,Phytoplasma,Regulated non quarantine pest,,,,,,,,,,,,,,,,,,,,,,Rubus,Present (Limited),Italy; Lithuania; Netherlands; Russia; T�rkiye,United States; Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,The Risk Register entry for this pest is extremely incomplete and it cannot be compared with other pests on the Risk Register at the current time. As this is a Regulated Non Quarantine Pest (RNQP) listed in the legislation; we are making available the information we have gathered on the pest so far. It is possible that we will add new information to this pest entry in due course; but as there are a great many RNQPs this may take some time. 
08-Oct-13,Live,Acholeplasmataceae,'Candidatus Phytoplasma solani',; Black wood of grapevine; Female sterility of tobacco; Fruit woodiness of tomato; Maize Redness; Mal azul of tomato; Metabolbur; Metastolbur; Parastolbur; Purple top of potato; Stolbur of potato; Stolbur of tobacco; Stolbur of tomato,Phytoplasma,Regulated quarantine pest (Great Britain); regulated non quarantine pest (Northern Ireland). EPPO A2,,,,,,,,,,,,,,,,,,,,,,Anethum graveolens; Apium graveolens; Capsicum annuum; Cichorium intybus; Convolvulus arvensis; Fragaria; Fragaria x ananassa; Lavandula; Lavandula angustifolia; Solanum lycopersicum; Monarda fistulosa; Paeonia suffruticosa; Paeonia tenuifolia; Pastinaca sativa; Phaseolus vulgaris; Pistacia vera; Prunus avium; Prunus cerasus; Prunus domestica; Rubus nessensis; Salvia; Solanum; Solanum malacoxylon; Solanum melongena; Solanum nigrum; Solanum tuberosum; Trifolium; Tussilago farfara; Vaccinium; Valeriana officinalis; Vitis; Vitis vinifera; Zea mays; Solanaceae (family); Asteraceae (family),Absent,Albania; Austria; Bosnia-Herzegovina; Bulgaria; Switzerland; Czech Republic; Germany; Spain; France; Greece; Croatia; Hungary; Italy; Kosovo; Moldova; Montenegro; Republic of North Macedonia; Poland; Serbia; Russia; Slovenia; Slovakia; T�rkiye; Ukraine,Chile; Egypt; Niger; Armenia; Azerbaijan; China; Georgia; Israel; India; Iran; Jordan; Japan; Kyrgyzstan; Lebanon; Saudi Arabia; Tajikistan; Uzbekistan,Natural spread; Plants for planting (except seeds bulbs and tubers),Plants for planting (except seeds bulbs and tubers),Pest is introduced,3,4,5,60,Regulated quarantine pest (Great Britain) Northern Ireland: Regulated non quarantine pest,,,,,Targeted EU or international projects only,3,4,60,,,,,,,,,Statutory action against findings in Great Britain. Statutory action on specified hosts in Northern Ireland.,Phytoplasma which potentially affects a wide host range; determined by the feeding behaviour of vectors. First UK outbreak in 2014; on strawberry.
08-Oct-13,Live,Acholeplasmataceae,'Candidatus Phytoplasma ulmi',Phloem necrosis of elm; Yellows of elm,Phytoplasma,Regulated quarantine pest (Great Britain). Regulated protected zone quarantine pest (Northern Ireland). EPPO A1,,,,,,,,,,,,,,,,,,,,,,Prunus dulcis; Ulmus; Ulmus alata; Ulmus americana; Ulmus crassifolia; Ulmus rubra; Ulmus serotina,Absent,Belgium; Switzerland; Germany; France; Croatia; Italy; Serbia; Slovenia,Canada; United States; Jordan,Plants for planting (except seeds bulbs and tubers),Plants for planting (except seeds bulbs and tubers),Pest is introduced,4,3,3,36,Regulated quarantine pest (Great Britain) Regulated pest free area pest (NI),,,Pest specific plan,,Targeted EU or international projects only,4,3,36,,,,,,,Y,Y,Statutory action will be taken against findings. Awareness raising with industry. Research into dectection; spread and control. ,Regulated phytoplasma pest of elm; present in some European countries; as well as North America. 
08-Oct-13,Live,Acholeplasmataceae,'Candidatus Phytoplasma vitis',Bacco 22A disease; Flavescence doree of grapevine; Flavescence dor�e of grapevine,Phytoplasma,Regulated quarantine pest (as Grapevine flavescence doree phytoplasma). EPPO A2,,,,,,,,,,,,,,,,,,,,,,Clematis vitalba; Vitis; Vitis thunbergii; Vitis vinifera,Absent,Austria; Bulgaria; Switzerland; Czech Republic; Germany; Spain; France; Croatia; Hungary; Italy; Montenegro; Portugal; Romania; Serbia; Slovenia; Slovakia,,Plants for planting (except seeds bulbs and tubers),Plants for planting (except seeds bulbs and tubers),Pest is introduced,4,5,2,40,Regulated quarantine pest,,,,UK local or industry awareness,Targeted EU or international projects only,2,5,20,,,,,,,,,Statutory action against findings. ,Damaging pest of grapevines in Europe where the vector is present. Neither vector nor the pest are present in the UK; the current legislation appears to be effective at mitigating the risk and there is awareness among UK vineyards.
26-May-22,Live,Acholeplasmataceae,'Candidatus Phytoplasma ziziphi' (Jujube witches' broom phytoplasma),,Phytoplasma,Regulated quarantine pest (Northern Ireland),,,,,,,,,,,,,,,,,,,,,,Amaranthus retroflexus; Camellia japonica; Cichorium intybus; Dianthus chinensis; Diospyros kaki; Euonymus; Gleditsia sinensis; Hovenia dulcis; Ligustrum; Liquidambar styraciflua; Medicago sativa; Olea europaea; Orychophragmus violaceus; Robinia pseudoacacia; Styphnolobium japonicum; Spiraea salicifolia; Trifolium subterraneum; Ulmus parvifolia; Ziziphus jujuba; Ziziphus mauritiana; Ziziphus nummularia,Absent,Italy,Colombia; China; India; Japan; South Korea,,,,,,,,Regulated quarantine pest (Northern Ireland),,,,,,,,,,,,,,,,,Statutory action,The Risk Register entry for this pest is extremely incomplete and it cannot be compared with other pests on the Risk Register at the current time. As this pest is listed in the legislation; we are making available the information we have gathered on the pest so far. We will add new information to this pest entry in due course. 
26-Jan-17,Live,Cerambycidae,Acalolepta sejuncta,,Insect,,,,,,,,,,,,,,,,,,,,,,,Albizia julibrissin; Alnus firma; Alnus japonica; Aralia elata; Camellia japonica; Carpinus laxiflora; Clerodendrum trichotomum; Cornus controversa; Fatsia japonica; Fraxinus mandshurica; Ginkgo biloba; Hydrangea paniculata; Illicium anisatum; Mallotus japonicus; Meliosma tenuis; Persea thunbergii; Phellodendron sachalinense; Picea abies; Pinus densiflora; Pinus pentaphylla; Pinus thunbergii; Platycarya strobilacea; Prunus mume; Pterocarya rhoifolia; Quercus myrsinifolia (= myrsinaefolia); Quercus stenophyla; Toxicodendron trichocarpum; Sorbus commixta; Stachyurus praecox; Staphylea bumalda; Styrax obassia; Taxus cuspidata; Ulmus laciniata; Zanthoxylum ailanthoides,Absent,,China; Japan; South Korea; Russia,Plants for planting (except seeds bulbs and tubers),Plants for planting (except seeds bulbs and tubers),Pest is introduced,3,2,5,30,,,,,,,3,2,30,,,,,,,,,Statutory action against findings,Longhorn beetle present in Asia with a wide host range of deciduous and coniferous tree species.  Occasionally intercepted in the UK and elsewhere in Europe.  Some uncertainty about its potential to cause significant damage; but statutory action against interceptions pending a PRA.
31-Jul-17,Live - Archived,Eriococcidae,Acanthococcus pohutukawa,Pohutukawa Felt Scale,Insect,,,How widely the hosts are grown in the UK,,How commonly grown the host might be in protected cultivation,,,,,,Whether other hosts in the genus are suitable,,Under what conditions severe impacts occur,,,,,,,,,,Metrosideros excelsa,Present (Limited),,New Zealand,Plants for planting (except seeds bulbs and tubers),Plants for planting (except seeds bulbs and tubers),Pest spreads to maximum extent,2,4,1,8,,,,,,,1,4,4,,,,,,,,,No statutory action against findings,Scale insect pest of New Zealand Christmas trees (pohutukawa) with a single finding in the UK; unlikely to pose a wider threat due to limited prospects for establishment.
25-Jul-22,Live,Tephritidae,Acanthonevra dunlopi,,Insect,Regulated quarantine pest (Northern Ireland; as Rioxoptilona dunlopi),,,,,,,,,,,,,,,,,,,,,,Bambusa; Bambusa tuldoides; Bambusa vulgaris; Schizostachyum pergracile; Dendrocalamus nudus,Absent,,Bangladesh; Bhutan; China; Indonesia; India; Myanmar; Malaysia; Thailand; Taiwan,Fruits or vegetables; Plants for planting (except seeds bulbs and tubers),Fruits or vegetables; Plants for planting (except seeds bulbs and tubers),Pest is introduced,,,,1,Regulated quarantine pest (Northern Ireland),,,,,,,,1,,,,,,,,,Statutory action in Northern Ireland. No statutory action in Great Britain.,South Asian fruit fly  which feeds on bamboo shoots; with an apparent preference for decaying material. Considered to be of little or no phytosanitary risk to the UK.
17-Apr-20,Live,Chrysomelidae,Acanthoscelides obtectus,American bean beetle; American seed beetle; bean bruchid; bean seed beetle; bean weevil; common bean weevil; dried bean beetle,Insect,Regulated non quarantine pest,,,,,,,,,,,,,,,,,,,,,,Cajanus cajan; Cicer arietinum; Glycine max; Lathyrus sativus; Phaseolus coccineus; Phaseolus lunatus; Phaseolus vulgaris; Pisum sativum; Vicia faba; Vigna unguiculata; Zea mays,Present (Limited),Albania; Austria; Bosnia-Herzegovina; Belgium; Bulgaria; Switzerland; Czech Republic; Germany; Spain; Finland; France; Greece; Hungary; Italy; Luxembourg; Moldova; Montenegro; Republic of North Macedonia; Netherlands; Poland; Portugal; Romania; Serbia; Russia; Slovakia; T�rkiye,Canada; Mexico; United States; Argentina; Bolivia; Brazil; Chile; Colombia; Ecuador; Guyana; Peru; Paraguay; Venezuela; Australia; New Zealand; Papua New Guinea; Angola; Burundi; Congo (Brazzaville); Egypt; Kenya; Lesotho; Morocco; Mauritius; Malawi; Nigeria; Rwanda; Senegal; [Kingdom of] eSwatini; Tanzania; Uganda; South Africa; Zambia; Zimbabwe; Armenia; Georgia; Israel; India; Iraq; Iran; Japan; Kazakhstan; Myanmar; Malaysia; Thailand; Tajikistan; Vietnam; Belize; Dominican Republic; Guatemala; Honduras; Haiti; Nicaragua; El Salvador,,,,,,,,,,,,,,,,,,,,,,,,,,The Risk Register entry for this pest is extremely incomplete and it cannot be compared with other pests on the Risk Register at the current time. As this is a Regulated Non Quarantine Pest (RNQP) listed in the legislation; we are making available the information we have gathered on the pest so far. It is possible that we will add new information to this pest entry in due course; but as there are a great many RNQPs this may take some time.
08-Oct-13,Live - Archived,Eriophyidae,Acaphylla theae,Pink mite; Pink tea rust mite; Tea mite pink,Mite,,,,,,,,,,,,,,,,,,,,,,,Camellia; Camellia japonica; Camellia sinensis; Camellia williamsii (C. x williamsii),Present (Unknown Distribution),Spain; Italy; Portugal,United States; Australia; Bangladesh; China; Georgia; Indonesia; India; Sri Lanka; Taiwan; Vietnam,Plants for planting (except seeds bulbs and tubers),Plants for planting (except seeds bulbs and tubers),Pest spreads to maximum extent,2,2,1,4,,,,,,,2,2,4,,,,,,,,,No statutory action against findings. ,Mite pest of Camellia. There are many aspects of the biology of this species ? such as the damage caused in its current distribution; its host range; cold hardiness and host plant preferences ? which could be investigated in more detail; but given the fact that the pest is now established in at least four European countries; and probably goes un-noticed in others; it is not a high priority. A recent public consultation on the Fera Pest Risk Assessment for this pest concluded that statutory action is not appropriate.
08-Oct-13,Live - Archived,Eriophyidae,Aceria ficus,Fig blister mite; Fig mite; Fig rust mite,Mite,,,,,,,,,,,,,,,,,,,,,,,Ficus carica,Present (Limited),France; Greece; Italy; Portugal; T�rkiye,Mexico; United States; Brazil; Chile; Egypt; South Africa; Israel; Iran; Japan,Plants for planting (except seeds bulbs and tubers),,Pest spreads to maximum extent,2,2,1,4,,,,,,,2,2,4,,,,,,,,,No statutory action,Mite pest of figs. Hosts not widely grown in the UK; other than as ornamentals. More likely to be of concern to warmer ccountries. One UK finding in 2004; but the current distribution here is unknown.
08-Oct-13,Live - Archived,Eriophyidae,Aceria kuko,,Mite,,,,,,,,,,,,,,,,,,,,,,,Capsicum annuum; Lycium; Lycium chinense (= chinensis); Lycium halimifolium; Solanum nigrum,Absent,Bulgaria; Germany; Romania; Slovenia; Slovakia,China; Japan; South Korea; Taiwan,Plants for planting (except seeds bulbs and tubers),Plants for planting (except seeds bulbs and tubers),Pest is introduced,4,1,1,4,,,,,UK national awareness,,4,1,4,,,,,,,,,No statutory action against findings   ,Mite pest of goji plants. Introduced via infected host material illegally imported via mail order. Host range limited and not widely grown in the UK. A public consultation on the Fera Rapid Pest Assessment in 2010 determined that further statutory action would not be appropriate.
08-Oct-13,Live - Archived,Eriophyidae,Aceria tulipae,Bulb eriophyid; Dry bulb mite; Garlic mite; Tulip mite,Mite,,,,,,,,,,,,,,,,,,,,,,,Allium ampeloprasum; Allium cepa; Allium chinense; Allium sativum; Allium schoenoprasum; Tulipa,Absent,Bulgaria; Germany; Denmark; Spain; Finland; Hungary; Italy; Moldova; Netherlands; Poland; Russia,Canada; Mexico; United States; Brazil; Chile; Venezuela; Australia; Fiji; New Zealand; Egypt; Tanzania; South Africa; Bangladesh; China; Georgia; Indonesia; India; Japan; Philippines; Thailand; Vietnam; Cuba,Bulbs or tubers,Bulbs or tubers,Pest is introduced,2,2,4,16,,,Industry surveillance,,,,2,2,16,,,,,,,,,No statutory action against findings.,Mite pest of alliums and tulips. Industries at risk should be kept informed of developments and encouraged to continue surveillance.
08-Oct-13,Live,Pyralidae,Achyra rantalis,Garden; webworm (USA),Insect,,,,,,,,,,,,,,,,,,,,,,,Beta vulgaris; Fragaria x ananassa; Poaceae (family); Helianthus; Leguminosae; Solanum lycopersicum; Trifolium; Zea mays,Absent,,Canada; Mexico; United States,Soil/growing medium; Fruits or vegetables; Cut flowers or branches; Plants for planting (except seeds bulbs and tubers),Plants for planting (except seeds bulbs and tubers),Pest is introduced,4,2,5,40,General regulation on imported plants for planting,,,,,,2,2,20,,,,,,,,,Statutory action on findings,Polyphagous North American moth pest. Risks mitigated by existing generic phytosanitary regulations.
14-Jul-22,Live,Tephritidae,Acidiella kagoshimensis,,Insect,Regulated quarantine pest (Northern Ireland),,,,,,,,,,,,,,,,,,,,,,Akebia quinata,Absent,,Japan,Plants for planting (except seeds bulbs and tubers),Plants for planting (except seeds bulbs and tubers),Pest is introduced,,,,1,Regulated quarantine pest (Northern Ireland),,,,,,,,1,,,,,,,,,Statutory action in Northern Ireland. No statutory action in Great Britain.,Fruit fly whose larvae mine leaves of Akebia. No known impacts in its native range of Japan. Considered to be of little phytosanitary risk to the UK.
08-Oct-13,Live - Archived,Comamonadaceae,Acidovorax citrulli,,Bacterium,EPPO Alert ,,,,,,,,,,,,,,,,,,,,,,Citrullus lanatus; Cucumis melo; Cucumis sativus; Cucurbita moschata; Cucurbita pepo,Absent,Greece; Hungary; Italy; T�rkiye,United States; Brazil; Australia; French Polynesia; China; Japan; Thailand; Taiwan; Russia; Costa Rica; Nicaragua; Trinidad and Tobago,Seeds; Plants for planting (except seeds bulbs and tubers),Plants for planting (except seeds bulbs and tubers),Pest is introduced,2,2,3,12,,,No industry scheme,,International: specialist literature only,,2,2,12,,,,,,,,,No statutory action against findings,Bacterial pest of watermelon and cucumber; unlikely to cause significant impacts in the UK; due to climatic conditions and the fact that the major host (watermelon) is not widely grown here.
18-Jul-22,Live,Tephritidae,Acidoxantha bombacis,,Insect,Regulated quarantine pest (Northern Ireland),,,,,,,,,,,,,,,,,,,,,,Bombax; Bombax ceiba; Hibiscus,Absent,,Indonesia; Philippines,Cut flowers or branches,Cut flowers or branches,Pest is introduced,,,,1,Regulated quarantine pest (Northern Ireland),,,,,,,,1,,,,,,,,,Statutory action in Northern Ireland. No statutory action in Great Britain.,Fruit fly whose larvae affect the flowers of Bombax trees and Hibiscus. As it is only known from tropical south east Asia; the UK climate is unlikely to be suitable. Considered to be of little phytosanitary risk to the UK.
08-Oct-13,Live - Archived,Psyllidae,Acizzia uncatoides,Acacia psyllid,Insect,,,,,,,,,,,,,,,,,,,,,,,Acacia; Albizia (= Albizzia),Present (Limited),Bulgaria; Spain; France; Croatia; Italy; Malta; Portugal; Slovenia,Africa; Asia; Mexico; United States; Chile; Australia; New Zealand,Cut flowers or branches; Plants for planting (except seeds bulbs and tubers),,Pest spreads to maximum extent,2,1,1,2,,,,,,,2,1,2,,,,,,,,,No statutory action on findings. ,Psyllid pest found on Acacia and Albizia species; detected several times in the UK. PRA recommended that statutory control was inappropriate.
08-Oct-13,Live - Archived,Acleridae,Aclerda berlesii,,Insect,,,,,,,,,,,,,,,,,,,,,,,Arundo donax; Phragmites australis; Saccharum officinarum,Absent,Spain; France; Greece; Italy; Malta,Algeria; Israel,Plants for planting (except seeds bulbs and tubers),,Pest is introduced,0,0,0,1,,,,,,,0,0,1,,,,,,,,,No statutory action,Scale insect affecting a host not widely grown in the UK; considered to be of little or no phytosanitary risk.
08-Oct-13,Live,Tortricidae,Acleris gloveranus,Western black-headed budworm,Insect,Regulated quarantine pest (as Acleris gloverana). EPPO A1,,,,,,,,,,,,,,,,,,,,,,Abies; Abies grandis; Picea; Pseudotsuga menziesii; Tsuga heterophylla,Absent,,Canada; United States,Soil/growing medium; Fruits or vegetables; Cut flowers or branches; Plants for planting (except seeds bulbs and tubers),Plants for planting (except seeds bulbs and tubers),Pest is introduced,3,5,5,75,Regulated quarantine pest,,,Forestry CP available,,,1,5,25,,,,,,,,,Statutory action against findings. ,Coniferous moth pest from North America. Effectively mitigated by current regulations prohibiting imports of the hosts from the country of origin.
01-May-20,Live,Tortricidae,Acleris issikii,,Insect,Regulated quarantine pest ,,Rapid addition via a workshop. Some areas of assessment may require more research.,,,,,,,,,,,,,,,,,,,,Populus nigra; Populus sieboldii; Salix integra; Salix miyabeana,Absent,,China; Japan; North Korea; South Korea; Russia,Cut flowers or branches; Plants for planting (except seeds bulbs and tubers),Plants for planting (except seeds bulbs and tubers),Pest is introduced,3,3,4,36,Regulated quarantine pest and prohibition of key pathway (Populus and Salix are high-risk hosts),,,,,,1,3,12,,,,,,,,,Statutory action against findings.,Asian moth pest of poplar and willow trees. Effectively mitigated by current regulations prohibiting imports of the hosts from the countries of origin.
